                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                0.75166,                  1.424,                 1.1788,                0.94348,                0.98134,                0.98423,                0.86752,                0.47369,                0.38493,                0.89181,               0.070366,              0.0032927,              0.0032927
                      1,                0.66012,                0.58356,                 1.0766,                0.96994,                0.94315,                0.98137,                0.85313,                0.51722,                0.55803,                 0.8994,               0.040347,              0.0066073,              0.0066073
                      2,                0.72135,                0.63771,                 1.0855,                 0.9408,                0.95446,                0.97882,                0.83758,                0.59612,                0.47723,                0.93026,                0.01031,               0.009903,               0.009903
                      3,                0.77841,                0.63178,                 1.1207,                 0.9336,                0.96476,                0.98253,                0.82876,                0.57534,                0.61537,                0.94479,              0.0099151,              0.0099151,              0.0099151
                      4,                 0.7815,                0.61417,                 1.1171,                0.92735,                0.87445,                0.95933,                0.81039,                0.61569,                0.65034,                0.97595,              0.0099151,              0.0099151,              0.0099151
                      5,                0.76803,                0.60838,                 1.1034,                0.95578,                0.96349,                0.98065,                0.83725,                0.60918,                 0.4679,                0.97611,              0.0098869,              0.0098869,              0.0098869
                      6,                0.76956,                0.58385,                 1.1209,                0.90706,                 0.9379,                0.97664,                0.82489,                0.63925,                0.50097,                0.96621,              0.0098586,              0.0098586,              0.0098586
                      7,                0.77375,                0.56732,                 1.1103,                0.94145,                 0.9526,                0.97732,                0.81346,                0.64157,                0.46534,                 0.9782,              0.0098303,              0.0098303,              0.0098303
                      8,                0.73928,                0.56167,                  1.095,                0.97406,                0.95862,                 0.9921,                0.85231,                 0.5534,                0.36326,                  0.922,               0.009802,               0.009802,               0.009802
                      9,                0.75044,                0.55703,                 1.1033,                0.96747,                 0.9665,                0.99009,                0.86581,                0.58557,                0.47745,                0.93819,              0.0097737,              0.0097737,              0.0097737
                     10,                0.75227,                 0.5485,                  1.104,                0.95389,                0.96818,                0.98908,                0.86631,                0.56074,                0.39033,                0.92568,              0.0097454,              0.0097454,              0.0097454
                     11,                0.73133,                 0.5496,                 1.0972,                0.94154,                0.94655,                0.98356,                0.84205,                0.55112,                0.38555,                0.93817,              0.0097171,              0.0097171,              0.0097171
                     12,                0.70546,                0.52066,                 1.0858,                0.96403,                0.99026,                0.98861,                0.85444,                0.57453,                0.39119,                0.93905,              0.0096889,              0.0096889,              0.0096889
                     13,                0.70473,                0.52212,                 1.0808,                0.95449,                0.96047,                0.97923,                0.85994,                0.53294,                0.39493,                0.93114,              0.0096606,              0.0096606,              0.0096606
                     14,                0.71211,                0.52498,                 1.0925,                0.91867,                0.90223,                0.93746,                0.80156,                0.57494,                0.52455,                0.95272,              0.0096323,              0.0096323,              0.0096323
                     15,                0.70901,                0.51608,                 1.1043,                0.96287,                0.97279,                0.98419,                0.85697,                0.52179,                 0.3694,                0.91865,               0.009604,               0.009604,               0.009604
