                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                0.64039,                0.43337,                 1.0647,                0.97392,                0.97677,                0.98514,                0.91448,                0.44266,                0.31686,                0.93311,              0.0085645,              0.0085645,              0.0085645
                     31,                0.62493,                0.41879,                 1.0527,                0.97324,                0.98042,                0.98457,                0.91902,                0.42589,                0.29828,                 0.9043,               0.008515,               0.008515,               0.008515
                     32,                0.62968,                0.41474,                 1.0601,                0.96999,                 0.9732,                0.98299,                0.91058,                0.46792,                0.31211,                0.94111,              0.0084655,              0.0084655,              0.0084655
                     33,                0.61547,                0.40526,                 1.0546,                0.98009,                0.98608,                0.98856,                0.92923,                0.42602,                0.29196,                0.90264,               0.008416,               0.008416,               0.008416
                     34,                0.61489,                0.39994,                 1.0399,                0.96932,                0.98706,                0.98638,                0.92585,                 0.4212,                0.29327,                0.91196,              0.0083665,              0.0083665,              0.0083665
                     35,                0.62199,                0.40425,                 1.0508,                0.96836,                0.98673,                0.98985,                0.91915,                0.48183,                 0.3015,                0.94146,               0.008317,               0.008317,               0.008317
                     36,                0.63419,                0.40119,                 1.0654,                0.93459,                0.97917,                0.99089,                0.91764,                0.45077,                0.36432,                0.92951,              0.0082675,              0.0082675,              0.0082675
                     37,                0.61511,                0.39966,                 1.0699,                0.97229,                0.99526,                0.98579,                0.91409,                0.42814,                0.30786,                0.90639,               0.008218,               0.008218,               0.008218
                     38,                0.60191,                  0.399,                 1.0405,                 0.9824,                0.97529,                0.99256,                0.92877,                0.43109,                0.29654,                0.90455,              0.0081685,              0.0081685,              0.0081685
                     39,                0.60249,                    inf,                 1.0293,                0.97442,                0.98263,                0.98916,                0.93469,                0.40731,                0.28885,                0.88983,               0.008119,               0.008119,               0.008119
                     40,                0.62505,                0.39035,                 1.0465,                0.96369,                0.98735,                0.98206,                0.91594,                0.43045,                0.29026,                0.89575,              0.0080695,              0.0080695,              0.0080695
                     41,                0.59003,                0.44263,                  1.052,                0.97201,                0.97791,                0.98586,                0.91915,                 0.4247,                0.29497,                0.90904,                0.00802,                0.00802,                0.00802
                     42,                 0.5986,                0.38559,                 1.0345,                0.97252,                0.99058,                 0.9874,                0.92141,                0.42062,                0.27642,                0.89227,              0.0079705,              0.0079705,              0.0079705
                     43,                0.64337,                0.42681,                  1.061,                0.97469,                0.98798,                0.99034,                0.92579,                0.41785,                0.27118,                0.89248,               0.007921,               0.007921,               0.007921
                     44,                0.59156,                0.37122,                 1.0327,                0.97551,                0.98735,                0.98883,                0.92794,                0.41351,                0.27182,                0.89952,              0.0078715,              0.0078715,              0.0078715
                     45,                0.60093,                0.37917,                 1.0343,                0.97171,                0.98927,                0.98558,                0.92539,                0.41934,                0.27492,                0.91092,               0.007822,               0.007822,               0.007822
                     46,                0.61038,                0.39049,                 1.0332,                0.96418,                0.98372,                 0.9857,                 0.9174,                0.43744,                0.29044,                 0.9061,              0.0077725,              0.0077725,              0.0077725
                     47,                0.61384,                0.38292,                 1.0409,                0.97468,                0.97791,                0.98476,                0.92791,                0.41403,                0.27507,                 0.9014,               0.007723,               0.007723,               0.007723
                     48,                0.58583,                0.37708,                 1.0356,                0.97203,                0.97908,                0.98107,                 0.9244,                0.40583,                0.28151,                0.89411,              0.0076735,              0.0076735,              0.0076735
                     49,                0.59919,                0.38694,                 1.0359,                0.96758,                0.97791,                0.98538,                 0.9189,                0.42144,                0.30567,                 0.9155,               0.007624,               0.007624,               0.007624
                     50,                  0.587,                0.37951,                 1.0256,                0.96457,                0.98735,                0.97897,                0.92766,                0.40199,                0.28448,                0.87997,              0.0075745,              0.0075745,              0.0075745
                     51,                 0.5946,                0.37338,                 1.0288,                0.93828,                0.98735,                0.98371,                0.92592,                0.39288,                0.29203,                0.87773,               0.007525,               0.007525,               0.007525
                     52,                0.60614,                0.36658,                 1.0354,                0.97377,                0.99161,                0.98462,                0.92993,                0.41528,                 0.2512,                0.88878,              0.0074755,              0.0074755,              0.0074755
                     53,                0.56756,                0.35157,                 1.0267,                0.96837,                 0.9774,                0.97558,                0.91596,                0.42365,                0.28052,                0.89719,               0.007426,               0.007426,               0.007426
                     54,                0.59423,                0.36299,                 1.0263,                0.96678,                0.95088,                0.98175,                0.91105,                0.45069,                0.31028,                0.93628,              0.0073765,              0.0073765,              0.0073765
                     55,                 0.5755,                0.36511,                 1.0243,                0.96871,                0.99074,                0.98492,                0.92562,                0.41733,                0.26802,                0.92104,               0.007327,               0.007327,               0.007327
                     56,                0.59535,                0.36391,                 1.0405,                 0.9629,                0.97791,                0.98013,                0.91231,                 0.4126,                0.26432,                0.89679,              0.0072775,              0.0072775,              0.0072775
                     57,                0.56633,                0.34488,                 1.0279,                0.96087,                0.97147,                0.98115,                0.90977,                0.42465,                0.30524,                0.91131,               0.007228,               0.007228,               0.007228
                     58,                0.57588,                0.34826,                 1.0255,                0.96863,                0.98241,                0.98419,                0.91594,                0.40916,                0.26843,                0.88915,              0.0071785,              0.0071785,              0.0071785
                     59,                0.55945,                0.33944,                 1.0131,                0.98049,                 0.9788,                0.98399,                0.93705,                0.39231,                0.26664,                0.86544,               0.007129,               0.007129,               0.007129
                     60,                0.57094,                0.35855,                 1.0346,                 0.9661,                0.96376,                0.97652,                0.92964,                0.40976,                0.35561,                0.89579,              0.0070795,              0.0070795,              0.0070795
                     61,                0.57217,                0.36016,                 1.0149,                0.97392,                0.97791,                0.98451,                0.92849,                0.39449,                0.27352,                0.87933,                0.00703,                0.00703,                0.00703
                     62,                0.56161,                0.35527,                 1.0235,                0.97455,                0.99206,                0.98221,                0.92855,                0.39889,                 0.2551,                0.88495,              0.0069805,              0.0069805,              0.0069805
                     63,                 0.5813,                0.37203,                 1.0248,                0.97895,                0.98735,                0.98321,                0.94003,                0.37228,                0.25193,                  0.863,               0.006931,               0.006931,               0.006931
                     64,                0.58928,                0.35986,                  1.043,                0.97241,                0.96848,                0.98041,                 0.9238,                 0.3974,                0.26529,                0.87049,              0.0068815,              0.0068815,              0.0068815
                     65,                0.56394,                0.34024,                 1.0204,                0.96805,                0.98559,                0.98069,                0.92463,                0.40949,                0.25986,                0.88978,               0.006832,               0.006832,               0.006832
                     66,                 0.5515,                    inf,                 1.0009,                0.97907,                0.98895,                0.98871,                0.93284,                0.39505,                0.25776,                0.88266,              0.0067825,              0.0067825,              0.0067825
                     67,                0.56857,                    inf,                 1.0083,                0.97472,                0.98263,                0.98501,                0.93869,                0.38753,                  0.246,                0.87588,               0.006733,               0.006733,               0.006733
                     68,                 0.5521,                0.33574,                 1.0184,                0.96607,                0.98332,                0.98524,                0.94065,                0.37092,                0.24789,                0.86761,              0.0066835,              0.0066835,              0.0066835
                     69,                0.59573,                0.35723,                 1.0407,                0.96693,                0.97648,                0.98434,                0.92556,                0.38885,                0.26768,                0.87083,               0.006634,               0.006634,               0.006634
                     70,                0.55598,                0.34459,                 1.0235,                0.97405,                0.98263,                0.98538,                0.93619,                0.39056,                0.24515,                0.88366,              0.0065845,              0.0065845,              0.0065845
                     71,                0.54899,                0.34082,                 1.0196,                0.96867,                0.99141,                0.98678,                0.94711,                0.39675,                0.24149,                0.87861,               0.006535,               0.006535,               0.006535
                     72,                0.55423,                0.33154,                 1.0224,                0.97267,                0.98771,                0.98246,                0.93996,                 0.3832,                0.24332,                0.87621,              0.0064855,              0.0064855,              0.0064855
                     73,                 0.5616,                0.33909,                 1.0099,                  0.973,                0.98589,                0.98247,                 0.9297,                0.39205,                0.24996,                0.87141,               0.006436,               0.006436,               0.006436
                     74,                0.54712,                0.33643,                 1.0083,                0.98209,                0.98735,                0.98306,                 0.9491,                0.39923,                0.25038,                0.88139,              0.0063865,              0.0063865,              0.0063865
                     75,                0.55162,                0.33616,                 1.0182,                0.96577,                0.99071,                0.97905,                0.93505,                 0.3771,                0.24939,                0.86503,               0.006337,               0.006337,               0.006337
                     76,                0.54358,                0.32904,                  1.003,                 0.9634,                0.98117,                 0.9797,                0.93499,                0.39597,                0.24451,                0.87845,              0.0062875,              0.0062875,              0.0062875
                     77,                0.53446,                    inf,                0.99745,                0.96775,                0.97941,                0.98435,                 0.9327,                 0.3894,                0.34601,                0.86673,               0.006238,               0.006238,               0.006238
                     78,                0.56356,                0.34726,                 1.0214,                0.96684,                0.99044,                0.98085,                0.92905,                0.38546,                0.24737,                0.86051,              0.0061885,              0.0061885,              0.0061885
                     79,                0.53531,                0.34765,                  1.015,                0.95818,                0.99206,                0.98574,                0.93588,                0.37364,                0.25342,                0.86166,               0.006139,               0.006139,               0.006139
                     80,                0.51862,                    inf,                0.98033,                0.96522,                0.98263,                 0.9881,                0.94033,                0.38999,                0.25566,                0.87488,              0.0060895,              0.0060895,              0.0060895
                     81,                0.54293,                0.32963,                 1.0126,                0.96751,                0.99194,                0.98667,                 0.9517,                0.38802,                0.24059,                0.87024,                0.00604,                0.00604,                0.00604
                     82,                0.57799,                0.34713,                 1.0409,                0.97549,                0.98263,                0.97805,                0.92505,                0.39399,                0.26114,                 0.8768,              0.0059905,              0.0059905,              0.0059905
                     83,                0.56957,                0.34721,                 1.0478,                0.97532,                 0.9806,                0.98425,                0.93356,                0.38637,                0.25219,                0.86533,               0.005941,               0.005941,               0.005941
                     84,                 0.5342,                0.32511,                  1.005,                0.97801,                0.98771,                0.98215,                0.93691,                0.36979,                0.23594,                0.85104,              0.0058915,              0.0058915,              0.0058915
                     85,                0.53574,                0.33498,                 1.0114,                0.96862,                0.99204,                0.98236,                0.93219,                0.38229,                0.24194,                0.86578,               0.005842,               0.005842,               0.005842
                     86,                0.54197,                0.36622,                 1.0174,                0.96809,                0.98735,                 0.9817,                0.93342,                0.36689,                0.23738,                0.86114,              0.0057925,              0.0057925,              0.0057925
                     87,                0.54093,                 0.3247,                 1.0083,                0.96679,                0.98735,                0.98364,                0.94063,                0.38247,                0.22902,                 0.8612,               0.005743,               0.005743,               0.005743
                     88,                0.55482,                0.33909,                 1.0104,                0.96645,                0.99156,                0.98233,                0.94285,                0.37208,                 0.2343,                0.86123,              0.0056935,              0.0056935,              0.0056935
                     89,                0.52509,                0.31518,                0.99725,                0.97386,                0.97791,                0.98673,                0.94678,                0.38143,                0.24064,                0.87678,               0.005644,               0.005644,               0.005644
                     90,                0.52515,                0.31547,                0.99924,                0.96719,                0.99206,                0.97968,                0.93764,                0.37052,                0.23223,                0.86083,              0.0055945,              0.0055945,              0.0055945
                     91,                0.52476,                0.31884,                  1.009,                0.96697,                0.99206,                0.98056,                0.93763,                0.36919,                0.23202,                0.85679,               0.005545,               0.005545,               0.005545
                     92,                 0.5136,                0.30934,                0.98726,                 0.9758,                0.98128,                0.97904,                0.93296,                0.37133,                0.23631,                0.86145,              0.0054955,              0.0054955,              0.0054955
                     93,                0.51716,                0.30642,                0.99309,                0.96024,                0.98153,                0.97099,                0.92427,                0.36467,                0.24719,                0.85956,               0.005446,               0.005446,               0.005446
                     94,                0.50754,                 0.3052,                0.99036,                0.96361,                0.98708,                0.98055,                0.93358,                0.37227,                0.23474,                 0.8631,              0.0053965,              0.0053965,              0.0053965
                     95,                0.52126,                    inf,                0.99731,                0.97344,                0.98735,                0.98229,                0.93969,                0.37573,                 0.2272,                 0.8648,               0.005347,               0.005347,               0.005347
                     96,                0.52309,                0.32665,                 0.9973,                0.97119,                0.98735,                0.98623,                0.93932,                0.37638,                0.22596,                0.85233,              0.0052975,              0.0052975,              0.0052975
                     97,                0.53211,                0.31905,                 1.0038,                0.98152,                0.98735,                0.98189,                0.93448,                0.36944,                0.23046,                0.85117,               0.005248,               0.005248,               0.005248
                     98,                0.50683,                 0.3056,                0.97655,                0.98385,                0.99173,                0.98319,                0.93859,                0.38174,                0.23021,                0.86103,              0.0051985,              0.0051985,              0.0051985
                     99,                 0.5155,                0.31981,                0.98991,                0.98259,                0.99893,                0.98782,                0.94673,                0.36709,                0.22788,                0.85404,               0.005149,               0.005149,               0.005149
                    100,                0.51125,                0.30806,                0.99395,                0.98044,                0.98089,                0.98803,                0.94746,                0.37273,                0.23096,                0.86841,              0.0050995,              0.0050995,              0.0050995
                    101,                0.50499,                0.30962,                0.99296,                0.97949,                0.98735,                0.98731,                0.95026,                0.38059,                0.22418,                0.86758,                0.00505,                0.00505,                0.00505
                    102,                0.51608,                0.30691,                0.99201,                0.97571,                0.99528,                0.98531,                0.94849,                0.34806,                0.21447,                0.84098,              0.0050005,              0.0050005,              0.0050005
                    103,                0.50746,                0.31059,                0.99461,                 0.9791,                0.98735,                0.98264,                0.94071,                0.37058,                0.23022,                0.85016,               0.004951,               0.004951,               0.004951
                    104,                0.51269,                0.31738,                0.99056,                0.97893,                0.97871,                0.98275,                0.94359,                0.37353,                0.22529,                0.85963,              0.0049015,              0.0049015,              0.0049015
                    105,                0.51986,                0.33181,                0.98312,                 0.9802,                0.98572,                0.98035,                0.93731,                0.37507,                 0.2239,                 0.8613,               0.004852,               0.004852,               0.004852
                    106,                0.50774,                0.29414,                0.99416,                0.94965,                 0.9765,                0.97641,                0.93029,                 0.3968,                0.27542,                0.87032,              0.0048025,              0.0048025,              0.0048025
                    107,                 0.5099,                 0.3074,                0.99549,                0.97326,                0.99119,                0.98768,                 0.9432,                0.37351,                0.22132,                0.86053,               0.004753,               0.004753,               0.004753
                    108,                0.51433,                0.29651,                 0.9953,                0.97619,                0.98782,                0.98143,                0.94272,                0.37223,                0.21606,                0.85853,              0.0047035,              0.0047035,              0.0047035
                    109,                 0.5289,                0.31109,                  1.001,                0.97301,                0.99139,                0.97973,                0.94269,                0.36102,                0.22419,                0.85811,               0.004654,               0.004654,               0.004654
                    110,                0.50038,                0.29169,                0.98732,                0.97169,                0.98577,                0.98128,                0.94037,                0.36954,                0.22553,                0.85457,              0.0046045,              0.0046045,              0.0046045
                    111,                 0.4981,                 0.2912,                0.98936,                0.97161,                0.98764,                0.98106,                0.94363,                0.35185,                0.21003,                0.84534,               0.004555,               0.004555,               0.004555
                    112,                 0.4987,                0.29676,                0.97839,                0.97334,                0.98342,                0.98514,                0.94143,                0.36751,                0.21153,                0.85641,              0.0045055,              0.0045055,              0.0045055
                    113,                0.50424,                0.29394,                0.98991,                0.97354,                0.99045,                0.97634,                0.93888,                0.36679,                0.21519,                0.85528,               0.004456,               0.004456,               0.004456
                    114,                0.50875,                 0.3334,                0.99125,                0.97248,                0.98786,                0.97977,                0.93629,                 0.3659,                 0.2181,                 0.8521,              0.0044065,              0.0044065,              0.0044065
                    115,                0.50655,                0.29542,                0.98912,                0.97437,                0.99181,                0.98046,                0.93775,                0.36628,                 0.2072,                0.86495,               0.004357,               0.004357,               0.004357
                    116,                0.50874,                0.29962,                0.99539,                0.97399,                0.98786,                0.98161,                0.94605,                0.36226,                0.20845,                0.85994,              0.0043075,              0.0043075,              0.0043075
                    117,                0.47874,                    inf,                0.97465,                0.97373,                 0.9869,                0.98215,                0.93567,                0.37162,                0.22797,                0.85549,               0.004258,               0.004258,               0.004258
                    118,                0.47756,                0.29017,                0.97399,                0.97073,                0.98763,                0.98463,                0.94901,                0.37477,                0.22376,                0.86347,              0.0042085,              0.0042085,              0.0042085
                    119,                0.51408,                0.31021,                0.98379,                0.96867,                0.98735,                0.98411,                0.95198,                0.35664,                 0.2323,                 0.8573,               0.004159,               0.004159,               0.004159
                    120,                0.51447,                0.29715,                0.99636,                 0.9764,                  0.993,                 0.9852,                0.94141,                0.36412,                0.21438,                0.85562,              0.0041095,              0.0041095,              0.0041095
                    121,                0.48379,                0.28003,                0.97457,                 0.9763,                0.99898,                0.98167,                0.94528,                0.34891,                0.20509,                0.83727,                0.00406,                0.00406,                0.00406
                    122,                0.53823,                0.29216,                 1.0066,                0.96626,                0.98343,                0.98779,                0.94096,                0.36721,                0.22408,                0.84766,              0.0040105,              0.0040105,              0.0040105
                    123,                0.49198,                0.29196,                0.98844,                0.96776,                0.98735,                0.98269,                0.93693,                0.36525,                0.22967,                0.84619,               0.003961,               0.003961,               0.003961
                    124,                0.50989,                0.30934,                0.99363,                0.97411,                0.99206,                0.98455,                0.94163,                0.36282,                0.21741,                0.85217,              0.0039115,              0.0039115,              0.0039115
                    125,                0.48269,                    inf,                0.96205,                0.97634,                0.98803,                0.98603,                0.94338,                0.35121,                0.21066,                0.83744,               0.003862,               0.003862,               0.003862
                    126,                0.47275,                 0.2805,                0.98054,                0.97459,                0.99948,                0.98819,                0.95292,                0.34277,                0.19867,                0.83033,              0.0038125,              0.0038125,              0.0038125
                    127,                0.46098,                    inf,                0.95846,                0.98458,                0.99469,                0.98751,                0.95129,                0.35213,                0.19634,                0.83311,               0.003763,               0.003763,               0.003763
                    128,                0.49407,                0.27926,                0.97937,                0.97378,                0.99146,                0.98904,                 0.9519,                0.34459,                 0.2045,                0.83699,              0.0037135,              0.0037135,              0.0037135
                    129,                0.47378,                0.26707,                0.97134,                 0.9812,                0.98367,                0.98371,                0.94276,                0.35241,                0.20663,                0.84434,               0.003664,               0.003664,               0.003664
                    130,                0.48284,                0.28424,                0.95883,                0.97843,                0.98735,                0.98416,                0.94506,                0.34843,                0.20444,                0.83372,              0.0036145,              0.0036145,              0.0036145
                    131,                0.47842,                0.28363,                0.97871,                0.97813,                0.97933,                0.98171,                0.94409,                0.35339,                0.21424,                0.84335,               0.003565,               0.003565,               0.003565
                    132,                0.47828,                    inf,                0.97097,                0.97358,                0.98328,                0.97834,                0.93655,                0.36496,                0.21212,                0.85539,              0.0035155,              0.0035155,              0.0035155
                    133,                0.48447,                0.27818,                 0.9892,                0.97252,                0.98263,                0.98133,                0.94431,                0.35065,                 0.2156,                0.84452,               0.003466,               0.003466,               0.003466
                    134,                0.50215,                0.29121,                 1.0061,                0.96514,                0.99142,                0.98589,                0.95143,                 0.3475,                0.21326,                 0.8462,              0.0034165,              0.0034165,              0.0034165
                    135,                0.47811,                0.27565,                0.97815,                0.96352,                0.99139,                0.98268,                0.95315,                0.34205,                0.21895,                0.83836,               0.003367,               0.003367,               0.003367
                    136,                0.47387,                0.28472,                0.97509,                0.97853,                0.97998,                0.97954,                0.93888,                0.35154,                0.21175,                 0.8415,              0.0033175,              0.0033175,              0.0033175
                    137,                0.47346,                0.27353,                0.97014,                0.97412,                0.98909,                0.98405,                0.94615,                0.35545,                0.20153,                0.84574,               0.003268,               0.003268,               0.003268
                    138,                0.45439,                    inf,                0.95287,                0.97954,                0.98092,                0.98041,                 0.9435,                0.34877,                0.20354,                0.83889,              0.0032185,              0.0032185,              0.0032185
                    139,                0.46197,                    inf,                0.95394,                0.98101,                0.98562,                0.98427,                0.94449,                0.34905,                0.21342,                0.83811,               0.003169,               0.003169,               0.003169
                    140,                0.47871,                0.28293,                0.98254,                0.97779,                0.98279,                0.98644,                0.94892,                0.35261,                0.21414,                0.84173,              0.0031195,              0.0031195,              0.0031195
                    141,                0.45964,                 0.2609,                0.96295,                0.97011,                0.99887,                0.98236,                0.94979,                0.34058,                0.20724,                  0.829,                0.00307,                0.00307,                0.00307
                    142,                0.45889,                0.26566,                0.95654,                0.97544,                0.98536,                0.98369,                0.94455,                0.34866,                0.20611,                 0.8425,              0.0030205,              0.0030205,              0.0030205
                    143,                0.47053,                0.26264,                0.97466,                0.98116,                0.98524,                0.98106,                0.95067,                0.34324,                0.19429,                0.83307,               0.002971,               0.002971,               0.002971
                    144,                0.47005,                0.28874,                0.97731,                0.97757,                  0.987,                 0.9805,                0.94831,                0.34009,                 0.1904,                0.83412,              0.0029215,              0.0029215,              0.0029215
                    145,                0.46249,                0.27291,                0.97165,                0.97605,                0.98409,                0.98267,                0.95007,                0.34434,                 0.1944,                0.83843,               0.002872,               0.002872,               0.002872
                    146,                0.48159,                0.28033,                0.98395,                0.97641,                0.98459,                0.98417,                0.94881,                0.33916,                0.19077,                0.83767,              0.0028225,              0.0028225,              0.0028225
                    147,                0.44054,                    inf,                 0.9447,                0.97432,                0.99206,                0.98161,                0.94668,                 0.3387,                0.19234,                0.84284,               0.002773,               0.002773,               0.002773
                    148,                0.45542,                 0.2619,                0.95585,                0.97979,                0.98328,                0.98049,                0.94741,                0.33784,                0.19088,                0.83715,              0.0027235,              0.0027235,              0.0027235
                    149,                0.44659,                0.26625,                0.96866,                0.98062,                0.98268,                0.98186,                0.94385,                0.33313,                0.19906,                0.83595,               0.002674,               0.002674,               0.002674
                    150,                0.44762,                0.26167,                0.96536,                0.98073,                0.98737,                0.98291,                0.94898,                0.33083,                0.19636,                0.83061,              0.0026245,              0.0026245,              0.0026245
                    151,                 0.4521,                0.26048,                 0.9616,                0.98058,                0.98613,                0.98048,                0.94585,                0.33429,                0.19574,                0.83179,               0.002575,               0.002575,               0.002575
                    152,                0.45089,                0.26405,                0.96287,                0.97909,                0.98471,                0.98236,                0.94511,                0.33911,                0.20542,                0.83047,              0.0025255,              0.0025255,              0.0025255
                    153,                0.45941,                0.29923,                0.96753,                0.97824,                0.98515,                0.97964,                0.94739,                0.33804,                0.19637,                0.83305,               0.002476,               0.002476,               0.002476
                    154,                0.46591,                0.25839,                0.96565,                0.97822,                0.98481,                0.97967,                0.94646,                0.33198,                0.19983,                0.83236,              0.0024265,              0.0024265,              0.0024265
                    155,                 0.4333,                0.25805,                0.95828,                0.97826,                0.98575,                0.97699,                0.94136,                0.32819,                0.19686,                0.82562,               0.002377,               0.002377,               0.002377
                    156,                0.42855,                 0.2487,                0.96186,                 0.9746,                0.99161,                0.98279,                0.94812,                0.32698,                0.19289,                0.82312,              0.0023275,              0.0023275,              0.0023275
                    157,                0.44124,                0.25807,                0.95848,                 0.9799,                0.98787,                0.97811,                0.94098,                0.33125,                0.19177,                0.82109,               0.002278,               0.002278,               0.002278
                    158,                0.43557,                    inf,                0.94527,                0.97786,                0.98476,                0.97976,                0.94587,                0.33224,                0.19171,                0.82627,              0.0022285,              0.0022285,              0.0022285
                    159,                0.44644,                0.25893,                0.95504,                0.98172,                0.98445,                0.97899,                0.94674,                0.33309,                0.18657,                0.82538,               0.002179,               0.002179,               0.002179
                    160,                0.44013,                0.25379,                 0.9535,                0.97918,                0.98404,                 0.9838,                0.95195,                0.34039,                0.18969,                0.83208,              0.0021295,              0.0021295,              0.0021295
